customer_id,age,salary_net_income,social_security_net_income,self_employed_net_income,salary_frequency,months_current_job,total_experience_months,current_bankruptcy_status,ever_bankrupt,loan_id,loan_amount,interest_rate,tenure,tenure_type,fee,recurring_payment_amount,total_due,no_of_days_since_last_payment,missed_payments,on_time_payments,penalty,current_due,current_delinquent,current_default,past_collection_success,past_delinquencies,credit_score,past_to_be_collected,past_collection_amount,collectibility_score,refinance,extended_payment_plan,settlement_plans_with_waive_off,accepted_option,promised_to_pay,promised_to_pay_status,expected_collection_amount
C4822,47,0,4783,396,,,,False,False,5821,4594,11.62,21,biweekly,100,229.68,4923.28,274,19,0,4430.95,9354.23,True,True,,19,482,0,0,40.98,False,False,False,Refinance,,,981.03
C4823,46,2729,0,0,weekly,50.0,312.0,False,False,5822,3972,14.55,22,biweekly,100,192.39,4332.58,157,11,8,2514.11,5307.57,True,True,False,12,697,4746,0,41.75,True,False,False,Refinance,Yes,not kept,0.0
C4824,82,4781,0,0,monthly,47.0,131.0,False,False,5823,3968,25.97,24,monthly,100,213.71,5229.04,170,5,6,3552.1,7498.88,True,True,False,7,619,9998,0,46.67,True,False,False,Refinance,No,not kept,0.0
C4825,77,4992,0,4898,biweekly,23.0,48.0,False,False,5824,1802,25.25,7,monthly,100,279.55,2056.85,205,6,0,1851.16,3908.01,True,True,True,11,378,4531,2604,63.66,True,True,False,Extended_payment_plan,No,Partially kept,2604.0
C4826,62,1518,0,0,monthly,102.0,104.0,False,False,5825,3198,16.11,20,weekly,100,165.15,3403.0,122,17,2,2765.43,5838.13,True,True,True,15,551,1723,152,31.46,True,False,False,Refinance,Yes,Partially kept,152.0
C4827,78,3028,0,0,monthly,78.0,189.0,False,False,5826,4072,24.88,14,weekly,100,301.4,4319.6,66,9,0,2850.94,7170.54,True,False,False,12,389,328,0,40.63,True,False,True,Refinance,Yes,not kept,0.0
C4828,65,1300,0,0,monthly,21.0,327.0,False,False,5827,1198,26.31,11,monthly,100,123.75,1461.25,134,4,5,758.25,1600.75,True,True,True,12,566,5226,4465,57.07,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,4465.0
C4829,20,1019,0,0,weekly,0.0,5.0,False,False,5828,4151,25.56,7,biweekly,100,616.55,4415.85,80,5,1,3039.44,6838.74,True,False,,7,810,0,0,18.93,False,False,False,Settlement_plans_with_waive_off,,,1306.83
C4830,30,1763,0,0,biweekly,26.0,89.0,False,False,5829,411,13.51,6,biweekly,50,69.75,468.5,27,1,5,32.33,152.08,True,False,False,7,365,7514,0,72.1,False,True,True,Extended_payment_plan,Yes,not kept,0.0
C4831,19,0,1656,0,,,,False,False,5830,1550,21.49,25,monthly,100,77.46,2036.5,288,9,16,717.43,1514.57,True,True,True,15,567,9473,4122,38.92,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,4122.0
C4832,67,0,2624,0,,,,False,False,5831,4217,10.55,25,monthly,100,188.63,4815.75,679,22,1,4164.41,8791.53,True,True,,0,598,0,0,43.34,False,False,False,Refinance,,,1147.37
C4833,96,4434,0,0,biweekly,4.0,4.0,False,False,5832,1299,25.6,17,weekly,100,79.84,1457.28,8,1,12,39.94,539.14,True,False,True,19,701,4946,4532,71.35,True,False,False,Refinance,No,Partially kept,4532.0
C4834,64,3667,0,0,biweekly,82.0,414.0,False,False,5833,3962,12.47,6,biweekly,100,671.46,4128.76,24,1,1,829.75,4287.05,True,False,True,4,708,9551,4380,55.51,True,False,False,Refinance,Yes,Partially kept,4380.0
C4835,22,1951,0,2561,monthly,0.0,27.0,False,False,5834,4538,17.84,23,biweekly,100,213.96,5021.08,305,21,2,4133.84,8727.0,True,True,False,4,303,1605,0,32.58,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4836,53,2355,0,0,monthly,57.0,406.0,False,False,5835,297,29.41,23,monthly,50,17.05,442.15,16,0,7,51.65,374.45,False,False,True,0,532,3088,2042,100.0,True,False,True,Refinance,Yes,Partially kept,2042.0
C4837,94,4613,0,0,monthly,15.0,500.0,False,False,5836,2668,18.89,16,biweekly,100,177.23,2935.68,179,12,3,2163.59,4567.58,True,True,True,2,622,4084,2400,72.12,False,True,False,Extended_payment_plan,No,Partially kept,2400.0
C4838,80,4297,0,0,monthly,44.0,709.0,False,False,5837,4166,12.5,7,biweekly,100,606.64,4346.48,80,5,2,2506.56,5639.76,True,False,,10,452,0,0,58.71,False,False,False,Refinance,,,1140.47
C4839,92,3873,0,0,weekly,73.0,824.0,False,False,5838,4586,26.52,14,biweekly,100,353.18,5044.52,136,9,3,3586.48,7571.46,True,True,,4,729,0,0,56.5,False,False,False,Extended_payment_plan,,,1100.45
C4840,43,3091,0,0,monthly,5.0,6.0,False,False,5839,3783,10.86,13,weekly,100,295.27,3938.51,47,6,4,1295.99,4053.42,True,False,False,0,665,7626,0,49.61,True,False,False,Refinance,No,not kept,0.0
C4841,45,1016,0,3945,weekly,25.0,155.0,False,False,5840,3599,10.72,25,weekly,100,147.85,3796.25,81,11,1,2955.2,6603.6,True,False,True,0,344,4887,1430,66.07,False,True,False,Extended_payment_plan,Yes,Partially kept,1430.0
C4842,90,1954,0,48,monthly,367.0,605.0,False,False,5841,4444,20.16,9,weekly,100,503.4,4630.6,60,8,1,2476.32,6603.52,True,False,,4,302,0,0,50.98,False,False,False,Refinance,,,1126.37
C4843,37,3032,0,21,weekly,35.0,89.0,False,False,5842,2484,13.61,25,monthly,100,114.67,2966.75,539,17,1,2566.87,5418.95,True,True,False,0,839,6148,0,57.44,True,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C4844,76,1343,0,0,weekly,66.0,235.0,False,True,5843,3373,27.66,8,biweekly,100,442.06,3636.48,68,4,0,2472.81,6109.29,True,False,,17,471,0,0,34.69,False,False,False,Refinance,,,908.63
C4845,95,1903,0,0,monthly,24.0,448.0,False,False,5844,1490,16.64,8,biweekly,100,191.65,1633.2,56,4,4,485.3,1351.9,True,False,False,11,837,7796,0,55.71,True,False,True,Refinance,No,not kept,0.0
C4846,96,2339,0,0,biweekly,36.0,633.0,False,False,5845,1429,24.38,15,weekly,100,98.88,1583.2,67,9,0,1060.74,2643.94,True,False,False,2,608,8532,0,67.52,False,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4847,27,2739,0,0,weekly,11.0,29.0,False,False,5846,1380,28.72,21,monthly,100,84.37,1871.77,606,20,0,1684.59,3556.36,True,True,,7,530,0,0,59.52,False,False,False,Refinance,,,1043.98
C4848,45,0,3302,0,,,,False,False,5847,3170,29.12,25,biweekly,100,146.08,3752.0,215,15,10,2062.08,4353.28,True,True,,2,828,0,0,40.61,False,False,False,Refinance,,,1282.81
C4849,65,4447,0,0,weekly,221.0,553.0,False,False,5848,2185,12.52,22,weekly,100,102.09,2345.98,67,9,10,887.8,2212.88,True,False,,6,325,0,0,88.02,False,False,False,Refinance,,,1399.77
C4850,38,2832,0,0,biweekly,7.0,67.0,False,False,5849,1515,25.23,21,biweekly,100,80.09,1781.89,218,15,3,1387.46,2929.08,True,True,True,19,353,6600,3057,55.18,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,3057.0
C4851,80,0,2850,4689,,,,False,False,5850,1270,18.93,23,biweekly,100,60.17,1483.91,276,19,0,1335.52,2819.43,True,True,,12,526,0,0,58.14,False,False,False,Refinance,,,810.46
C4852,78,3455,0,0,weekly,62.0,71.0,False,False,5851,549,11.1,6,monthly,50,94.49,616.94,72,2,0,444.2,1061.14,True,False,True,14,310,6735,6614,77.83,True,False,False,Refinance,Yes,Partially kept,6614.0
C4853,70,0,2026,4056,,,,False,False,5852,4020,21.19,16,monthly,100,290.61,4749.76,74,2,11,1149.26,2702.31,True,False,True,17,337,1891,1645,59.16,True,True,False,Refinance,Yes,Partially kept,1645.0
C4854,32,0,1891,0,,,,False,True,5853,4080,10.49,21,monthly,100,213.51,4583.71,88,2,5,3094.22,6610.38,True,False,False,8,811,6327,0,25.3,True,False,False,Refinance,No,not kept,0.0
C4855,85,3371,0,1774,biweekly,67.0,408.0,False,False,5854,1890,17.35,22,biweekly,100,92.66,2138.52,246,17,5,1507.7,3182.92,True,True,,14,791,0,0,76.39,False,False,False,Refinance,,,1637.96
C4856,92,1796,0,1018,monthly,36.0,807.0,False,False,5855,1429,18.94,8,monthly,100,191.54,1632.32,127,4,3,951.93,2009.63,True,True,,0,822,0,0,93.81,False,False,False,Refinance,,,1426.61
C4857,34,3655,0,1047,weekly,36.0,47.0,False,False,5856,4371,24.43,16,monthly,100,322.84,5265.44,351,11,5,3286.12,6937.36,True,True,,8,597,0,0,46.45,False,False,False,Refinance,,,1511.48
C4858,19,0,1661,0,,,,False,False,5857,459,17.14,8,biweekly,50,59.09,522.72,52,3,4,148.91,435.27,True,False,True,19,305,8038,5119,64.94,False,True,False,Extended_payment_plan,Yes,Partially kept,5119.0
C4859,58,1872,0,0,monthly,2.0,310.0,False,False,5858,633,15.78,12,biweekly,50,54.85,708.2,61,4,8,164.33,433.73,True,False,False,6,633,6086,0,72.8,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4860,82,1490,0,2926,biweekly,17.0,333.0,False,False,5859,4896,12.85,25,monthly,100,224.26,5706.5,530,17,5,4126.68,8711.88,True,True,,2,682,0,0,52.34,False,False,False,Refinance,,,1427.28
C4861,72,2835,0,2377,monthly,2.0,13.0,False,False,5860,3768,29.81,24,monthly,100,210.31,5147.44,243,8,10,2739.91,5784.25,True,True,True,8,766,5471,3495,45.57,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,3495.0
C4862,29,3827,0,2166,weekly,5.0,10.0,False,False,5861,3955,18.99,22,weekly,100,187.42,4223.24,47,6,5,1544.49,4830.63,True,False,True,18,454,3770,2248,49.59,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,2248.0
C4863,73,4606,0,0,weekly,22.0,77.0,False,False,5862,4991,12.77,24,weekly,100,214.4,5245.6,6,0,10,186.1,3287.7,False,False,,15,701,0,0,62.0,False,False,False,Refinance,,,1646.2
C4864,100,1042,0,3898,weekly,50.0,748.0,False,False,5863,3252,13.13,21,weekly,100,159.19,3442.99,27,3,6,671.72,3159.57,True,False,False,11,737,1267,0,65.94,True,False,False,Refinance,Yes,not kept,0.0
C4865,42,0,4986,0,,,,False,False,5864,2898,29.93,19,weekly,100,161.46,3167.74,35,5,0,1108.71,4276.45,True,False,True,17,401,2983,2774,53.63,False,True,False,Extended_payment_plan,No,Partially kept,2774.0
C4866,41,0,2630,0,,,,False,False,5865,2927,19.99,21,biweekly,100,151.47,3280.87,209,14,3,2543.81,5370.27,True,True,True,11,440,9373,657,28.5,True,False,False,Refinance,Yes,Partially kept,657.0
C4867,86,4180,0,0,weekly,11.0,416.0,False,False,5866,4410,24.4,22,weekly,100,211.45,4751.9,37,5,0,1758.2,6510.1,True,False,,2,355,0,0,49.88,False,False,False,Refinance,,,947.5
C4868,32,0,4036,0,,,,False,False,5867,4161,14.49,12,weekly,100,353.06,4336.72,12,1,2,435.67,4066.27,True,False,False,14,818,1751,0,38.79,True,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4869,59,2922,0,0,monthly,14.0,28.0,False,False,5868,815,19.0,14,weekly,50,59.82,887.48,93,13,1,744.89,1572.55,True,True,,18,373,0,0,66.4,False,False,False,Refinance,,,1415.5
C4870,88,1892,0,0,monthly,54.0,794.0,False,False,5869,1322,25.88,22,biweekly,100,67.21,1578.62,102,7,12,694.89,1466.99,True,True,True,0,528,9442,987,74.44,True,True,False,Refinance,No,Partially kept,987.0
C4871,84,0,796,0,,,,False,False,5870,574,27.95,12,biweekly,50,51.24,664.88,46,3,5,187.99,596.67,True,False,True,15,827,9081,6643,51.11,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,6643.0
C4872,94,0,2137,0,,,,False,False,5871,2416,21.15,22,weekly,100,115.03,2630.66,21,3,1,528.28,3043.91,True,False,True,9,646,4636,587,29.12,True,False,False,Refinance,No,Partially kept,587.0
C4873,37,2656,0,54,monthly,26.0,199.0,False,False,5872,3214,18.44,17,biweekly,100,201.35,3522.95,76,5,8,1453.23,3365.38,True,False,,16,396,0,0,50.9,False,False,False,Refinance,,,748.74
C4874,82,0,2569,2778,,,,False,False,5873,3192,21.17,20,monthly,100,190.8,3916.0,174,5,4,2837.52,5990.32,True,True,,13,684,0,0,52.85,False,False,False,Refinance,,,711.33
C4875,25,0,3414,1217,,,,False,False,5874,3154,29.55,12,weekly,100,272.64,3371.68,58,8,4,1323.05,3604.17,True,False,,2,451,0,0,55.02,False,False,False,Refinance,,,1219.52
C4876,23,905,0,1551,weekly,4.0,6.0,False,False,5875,1674,12.68,10,monthly,100,177.28,1872.8,271,9,0,1685.52,3558.32,True,True,False,9,828,7425,0,46.96,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C4877,42,2396,0,0,monthly,68.0,160.0,False,False,5876,2506,14.02,13,weekly,100,196.43,2653.59,41,5,2,926.9,3187.63,True,False,False,5,473,4492,0,49.7,True,True,True,Refinance,No,not kept,0.0
C4878,35,1238,0,2671,weekly,7.0,70.0,False,False,5877,2080,26.33,6,monthly,100,373.77,2342.62,133,4,0,2108.36,4450.98,True,True,,8,576,0,0,60.46,False,False,False,Refinance,,,1369.18
C4879,33,4164,0,2500,biweekly,31.0,34.0,False,True,5878,4941,16.21,23,weekly,100,222.95,5227.85,16,2,1,800.78,5805.68,True,False,,7,789,0,0,53.0,False,False,False,Refinance,,,1253.76
C4880,28,0,3361,0,,,,False,False,5879,655,12.99,21,monthly,50,35.04,785.84,595,19,1,675.72,1426.52,True,True,False,18,318,7193,0,54.85,True,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4881,25,3440,0,4629,monthly,28.0,32.0,False,False,5880,4589,26.59,8,monthly,100,632.28,5158.24,14,0,1,633.63,5159.59,False,False,True,6,761,9135,151,72.74,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,151.0
C4882,33,2973,0,1762,weekly,51.0,153.0,False,True,5881,2745,15.51,15,monthly,100,202.49,3137.35,97,3,9,1183.45,2498.39,True,True,True,14,477,7341,2093,69.58,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,2093.0
C4883,65,4865,0,0,weekly,27.0,508.0,False,False,5882,737,29.01,19,monthly,50,48.84,977.96,402,13,1,836.21,1765.33,True,True,False,12,662,8715,0,67.03,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C4884,96,2261,0,923,monthly,17.0,549.0,False,False,5883,3609,24.75,11,biweekly,100,347.13,3918.43,11,0,10,49.18,496.31,False,False,True,11,405,9657,7730,68.86,True,False,False,Refinance,No,Partially kept,7730.0
C4885,65,4983,0,0,monthly,76.0,503.0,False,False,5884,2977,16.89,23,weekly,100,134.54,3194.42,20,2,21,73.82,442.9,True,False,,6,383,0,0,78.08,False,False,False,Refinance,,,980.12
C4886,27,2998,0,3823,monthly,58.0,83.0,False,False,5885,924,23.57,23,monthly,50,50.32,1207.36,269,8,5,860.18,1815.94,True,True,False,11,754,5196,0,62.08,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C4887,52,0,771,0,,,,False,False,5886,1347,19.41,21,weekly,100,66.81,1503.01,65,9,7,672.97,1708.31,True,False,True,12,628,2517,869,24.49,True,False,False,Refinance,No,Partially kept,869.0
C4888,21,0,2232,0,,,,False,False,5887,1351,19.75,18,biweekly,100,80.59,1550.62,36,2,8,326.12,1232.02,True,False,,4,406,0,0,59.42,False,False,False,Refinance,,,1119.05
C4889,71,0,3583,751,,,,False,False,5888,604,14.26,6,biweekly,50,102.61,665.66,22,1,4,56.15,311.37,True,False,,10,524,0,0,71.31,False,False,False,Refinance,,,1218.75
C4890,69,2575,0,0,weekly,59.0,279.0,False,False,5889,599,27.24,20,weekly,50,31.62,682.4,103,14,3,528.79,1116.33,True,True,,5,377,0,0,73.13,False,False,False,Refinance,,,1010.97
C4891,55,576,0,0,monthly,29.0,354.0,False,False,5890,2940,29.42,18,weekly,100,172.25,3200.5,96,13,4,2260.35,4771.85,True,True,,9,665,0,0,28.64,False,False,False,Refinance,,,722.53
C4892,46,0,3782,2253,,,,False,False,5891,312,29.12,6,weekly,50,53.02,368.12,23,3,2,60.28,322.36,True,False,,18,752,0,0,64.58,False,False,False,Refinance,,,1190.48
C4893,88,767,0,3906,weekly,63.0,369.0,False,True,5892,1432,12.25,24,weekly,100,61.44,1574.56,46,6,16,272.1,863.62,True,False,True,11,457,3340,2736,83.16,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,2736.0
C4894,55,4204,0,3628,biweekly,21.0,26.0,False,False,5893,4938,10.82,22,biweekly,100,235.35,5277.7,291,20,2,4326.3,9133.3,True,True,True,10,363,5677,2519,52.54,False,True,False,Extended_payment_plan,No,Partially kept,2519.0
C4895,42,0,1836,3451,,,,False,False,5894,868,18.21,16,weekly,50,55.88,944.08,109,15,1,799.38,1687.58,True,True,True,18,437,4219,1296,59.02,True,False,False,Refinance,No,Partially kept,1296.0
C4896,34,3260,0,0,biweekly,38.0,141.0,False,False,5895,694,18.57,18,biweekly,50,41.22,791.96,73,5,13,186.95,443.05,True,False,,18,394,0,0,76.23,False,False,False,Refinance,,,1314.28
C4897,74,3905,0,0,monthly,36.0,43.0,False,False,5896,2255,16.67,7,biweekly,100,330.46,2413.22,51,3,2,893.67,2645.97,True,False,False,18,788,7656,0,56.45,True,True,False,Refinance,Yes,not kept,0.0
C4898,59,3185,0,0,biweekly,38.0,67.0,False,False,5897,4696,23.26,19,weekly,100,258.36,5008.84,102,14,1,4275.43,9025.91,True,True,False,4,768,6919,0,30.57,False,True,False,Extended_payment_plan,No,not kept,0.0
C4899,81,4895,0,0,biweekly,50.0,121.0,False,False,5898,495,10.11,12,biweekly,50,42.3,557.6,72,5,6,218.74,522.54,True,False,,5,346,0,0,81.77,False,False,False,Refinance,,,1172.52
C4900,24,3651,0,0,weekly,7.0,52.0,False,False,5899,2956,18.99,8,weekly,100,375.6,3104.8,52,7,1,1419.18,4148.38,True,False,False,18,505,3192,0,40.91,True,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C4901,80,3032,0,0,weekly,88.0,154.0,False,False,5900,2625,11.1,24,monthly,100,122.47,3039.28,141,4,10,1633.12,3447.7,True,True,False,18,844,8548,0,55.53,True,False,True,Refinance,Yes,not kept,0.0
C4902,86,0,2346,0,,,,False,False,5901,2903,18.58,9,biweekly,100,334.19,3107.71,86,6,1,2385.23,5158.75,True,False,False,6,392,420,0,28.2,False,True,True,Extended_payment_plan,No,not kept,0.0
C4903,61,3168,0,0,monthly,64.0,107.0,False,False,5902,552,26.52,20,monthly,50,34.45,739.0,151,5,5,510.08,1076.83,True,True,,12,521,0,0,71.64,False,False,False,Refinance,,,1220.49
C4904,94,4141,0,0,biweekly,40.0,167.0,False,False,5903,2584,12.33,10,monthly,100,273.23,2832.3,141,4,3,1811.35,3823.96,True,True,False,18,642,8975,0,61.76,False,True,False,Extended_payment_plan,No,not kept,0.0
C4905,93,0,3275,0,,,,False,False,5904,602,27.99,15,biweekly,50,43.68,705.2,192,13,2,556.06,1173.9,True,True,True,12,568,4870,3743,62.21,True,False,True,Refinance,No,Partially kept,3743.0
C4906,57,3838,0,0,monthly,47.0,467.0,False,False,5905,4370,20.01,12,monthly,100,404.83,4957.96,135,4,2,3733.47,7881.77,True,True,,4,717,0,0,54.7,False,False,False,Refinance,,,1112.22
C4907,28,2530,0,2741,biweekly,94.0,98.0,False,False,5906,3277,17.23,13,biweekly,100,263.92,3530.96,122,8,1,2940.34,6207.38,True,True,False,1,438,7262,0,66.7,True,True,False,Extended_payment_plan,No,not kept,0.0
C4908,51,2268,0,0,weekly,89.0,97.0,False,False,5907,3780,27.61,25,weekly,100,161.86,4146.5,162,23,0,3731.85,7878.35,True,True,,0,370,0,0,50.06,False,False,False,Refinance,,,1464.64
C4909,81,2469,0,0,weekly,87.0,350.0,False,False,5908,674,22.65,21,weekly,50,33.66,756.86,82,11,10,344.61,764.87,True,False,,3,807,0,0,79.92,False,False,False,Refinance,,,1176.74
C4910,92,0,4330,0,,,,False,False,5909,1629,15.56,23,weekly,100,73.4,1788.2,75,10,13,625.5,1459.5,True,False,False,3,837,5232,0,57.96,True,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C4911,71,3349,0,1944,biweekly,10.0,476.0,False,False,5910,3217,26.0,25,biweekly,100,146.07,3751.75,37,2,2,1280.06,4739.67,True,False,False,3,787,3675,0,60.55,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C4912,70,3464,0,2943,weekly,3.0,165.0,False,False,5911,1500,28.74,23,weekly,100,69.63,1701.49,140,20,2,1406.01,2968.24,True,True,True,0,467,1427,768,74.98,True,False,False,Refinance,Yes,Partially kept,768.0
C4913,71,1889,0,3134,weekly,58.0,430.0,False,False,5912,2877,18.55,24,monthly,100,144.4,3565.6,258,8,9,2039.4,4305.4,True,True,True,11,300,2074,1795,73.23,True,False,False,Refinance,Yes,Partially kept,1795.0
C4914,27,2137,0,3287,monthly,34.0,69.0,False,False,5913,4953,12.86,19,biweekly,100,273.77,5301.63,158,11,7,3046.72,6431.96,True,True,,5,375,0,0,50.76,False,False,False,Refinance,,,1228.18
C4915,36,0,3850,0,,,,False,False,5914,1087,25.69,13,biweekly,100,89.51,1263.63,9,0,3,89.56,1084.66,False,False,False,12,542,4062,0,75.33,True,True,True,Extended_payment_plan,No,not kept,0.0
C4916,57,0,1586,0,,,,False,False,5915,4551,17.15,9,biweekly,100,522.49,4802.41,96,6,3,2911.45,6146.39,True,True,True,16,376,3235,3154,25.46,True,True,True,Refinance,Yes,Partially kept,3154.0
C4917,34,3081,0,3103,weekly,12.0,43.0,False,False,5916,1547,22.37,11,biweekly,100,148.0,1728.0,153,10,1,1422.0,3002.0,True,True,True,8,328,6678,3557,63.35,True,False,False,Refinance,No,Partially kept,3557.0
C4918,26,3335,0,0,weekly,51.0,95.0,False,False,5917,2577,22.85,25,biweekly,100,115.27,2981.75,104,7,7,1957.37,4132.23,True,True,,6,671,0,0,54.46,False,False,False,Refinance,,,982.34
C4919,21,4029,0,0,weekly,4.0,28.0,False,False,5918,327,20.25,11,monthly,50,32.82,411.02,159,5,2,310.84,656.22,True,True,False,4,738,2768,0,61.05,False,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4920,72,1086,0,0,monthly,43.0,334.0,False,False,5919,1275,22.02,20,monthly,100,76.74,1634.8,100,3,3,1264.12,2668.7,True,True,False,4,775,8574,0,43.93,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C4921,93,807,0,4611,weekly,19.0,523.0,False,False,5920,1504,16.22,22,weekly,100,70.84,1658.48,105,15,2,1365.12,2881.92,True,True,,1,797,0,0,80.33,False,False,False,Refinance,,,1543.83
C4922,47,4778,0,0,weekly,10.0,10.0,False,False,5921,3795,17.97,11,weekly,100,352.19,3974.09,42,6,2,1373.28,4642.99,True,False,True,19,703,343,89,44.42,True,False,True,Refinance,Yes,Partially kept,89.0
C4923,59,726,0,0,monthly,27.0,69.0,False,False,5922,1770,11.74,6,biweekly,100,299.68,1898.08,53,3,2,688.32,1987.04,True,False,,16,451,0,0,34.06,False,False,False,Refinance,,,1209.61
C4924,67,4905,0,0,weekly,71.0,393.0,False,False,5923,2137,17.85,15,biweekly,100,150.42,2356.3,13,0,7,169.44,1472.8,False,False,,1,578,0,0,99.94,False,False,False,Refinance,,,915.1
C4925,48,3894,0,2261,monthly,20.0,275.0,False,False,5924,1452,12.75,18,biweekly,100,84.48,1620.64,128,9,0,1458.58,3079.22,True,True,False,12,602,3294,0,68.09,True,False,False,Refinance,Yes,not kept,0.0
C4926,26,3132,0,0,biweekly,7.0,13.0,False,False,5925,2772,23.77,9,biweekly,100,322.25,3000.25,66,4,3,1342.11,3375.61,True,False,False,6,535,6191,0,38.46,True,False,False,Refinance,No,not kept,0.0
C4927,96,2739,0,4792,weekly,37.0,219.0,False,False,5926,2440,16.61,6,monthly,100,426.59,2659.54,154,5,1,2009.66,4242.61,True,True,,4,558,0,0,75.5,False,False,False,Refinance,,,1315.67
C4928,23,1656,0,0,biweekly,1.0,3.0,False,False,5927,4510,10.95,7,biweekly,100,655.19,4686.33,39,2,2,1316.62,4692.57,True,False,False,4,693,2022,0,23.29,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C4929,63,2895,0,0,biweekly,5.0,299.0,False,False,5928,155,26.21,23,weekly,50,7.15,214.45,32,4,6,54.9,226.45,True,False,,7,755,0,0,72.18,False,False,False,Refinance,,,1477.06
C4930,36,3058,0,2053,weekly,65.0,215.0,False,False,5929,304,18.6,13,monthly,50,26.0,388.0,293,9,2,302.4,638.4,True,True,True,18,312,5521,639,72.12,True,False,False,Refinance,Yes,Partially kept,639.0
C4931,99,4288,0,0,monthly,42.0,718.0,False,False,5930,3304,14.18,8,biweekly,100,423.2,3485.6,95,6,0,3137.04,6622.64,True,True,,13,351,0,0,63.23,False,False,False,Refinance,,,1135.3
C4932,50,2154,0,0,monthly,3.0,90.0,False,False,5931,796,18.47,23,biweekly,50,37.64,915.72,216,15,6,620.89,1310.77,True,True,True,17,406,8333,2172,58.78,False,True,False,Extended_payment_plan,No,Partially kept,2172.0
C4933,53,749,0,0,monthly,79.0,320.0,False,False,5932,4115,14.31,6,weekly,100,692.45,4254.7,1,0,2,28.7,2898.5,False,False,False,6,732,5211,0,48.29,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C4934,83,2643,0,3223,weekly,103.0,164.0,False,False,5933,567,10.63,19,monthly,50,32.56,668.64,567,18,1,572.47,1208.55,True,True,,8,311,0,0,78.07,False,False,False,Refinance,,,1982.15
C4935,53,1101,0,0,monthly,46.0,353.0,False,False,5934,1252,20.92,11,monthly,100,126.07,1486.77,308,10,0,1338.09,2824.86,True,True,,6,684,0,0,50.47,False,False,False,Refinance,,,1109.87
C4936,98,2875,0,0,weekly,35.0,712.0,False,False,5935,2847,10.03,12,biweekly,100,243.24,3018.88,45,3,4,920.66,2966.58,True,False,True,2,729,2318,1465,65.53,True,True,False,Refinance,No,Partially kept,1465.0
C4937,56,0,1066,0,,,,False,False,5936,2902,28.18,20,biweekly,100,162.18,3343.6,25,1,4,673.72,3368.6,True,False,True,18,753,5937,82,18.51,True,False,False,Refinance,No,Partially kept,82.0
C4938,48,3826,0,0,weekly,10.0,32.0,False,False,5937,4575,15.72,23,monthly,100,231.67,5428.41,113,3,4,4051.56,8553.29,True,True,,16,718,0,0,39.5,False,False,False,Refinance,,,1448.28
C4939,89,2310,0,0,weekly,23.0,673.0,False,False,5938,2522,13.46,12,monthly,100,225.8,2809.6,329,10,2,2122.2,4480.2,True,True,True,0,516,9255,2910,63.58,True,True,True,Settlement_plans_with_waive_off,No,Partially kept,2910.0
C4940,76,3123,0,0,biweekly,492.0,506.0,False,False,5939,2616,11.35,15,monthly,100,187.89,2918.35,274,9,1,2457.41,5187.87,True,True,,16,475,0,0,73.33,False,False,False,Refinance,,,1103.04
C4941,30,3521,0,4713,weekly,0.0,0.0,False,False,5940,458,21.32,10,weekly,50,46.84,518.4,38,5,5,108.0,392.2,True,False,,18,615,0,0,66.06,False,False,False,Refinance,,,1495.02
C4942,61,0,3118,0,,,,False,False,5941,3118,17.89,18,weekly,100,178.94,3320.92,48,6,0,1594.04,4914.96,True,False,,19,448,0,0,39.77,False,False,False,Refinance,,,909.24
C4943,96,3542,0,4349,monthly,51.0,116.0,False,False,5942,802,25.89,11,biweekly,50,77.34,900.74,141,10,0,810.67,1711.41,True,True,True,1,324,9051,8770,81.76,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,8770.0
