Customer_ID,Age,Salary_Net_Income,Social_security_net_income,Self_employed_net_income,Salary_frequency,Months_current_job,Total_experience_months,Current_Bankruptcy_status,Ever_Bankrupt,Loan_ID,Loan_Amount,Interest_rate,Tenure,Tenure_type,Fee,Recurring_payment_amount,Total_Due,No_of_days_since_last_payment,Missed_payments,On_time_payments,Penalty,Current_due,Current_delinquent,Current_default,Past_Collection_Success,Past_delinquencies,Credit_Score,Past_to_be_collected,Past_Collection_amount,Refinance,Extended_payment_plan,Settlement_plans_with_waive_off,Accepted_option,Promised_to_pay,Promised_to_pay_status
C498,56,4057,0,0,monthly,23.0,26.0,False,False,1497,4449,10.25,14,weekly,100,322.5,4615.0,93,13,0,4153.5,8768.5,True,True,N/A,1,602,0,0,False,False,False,N/A,N/A,N/A
C499,58,2498,0,2476,biweekly,15.0,459.0,False,False,1498,4279,13.86,14,monthly,100,332.78,4758.92,194,6,0,4283.03,9041.95,True,True,N/A,5,510,0,0,False,False,False,N/A,N/A,N/A
C500,53,2141,0,0,biweekly,19.0,45.0,False,False,1499,1790,25.56,24,weekly,100,79.25,2002.0,86,12,10,1040.17,2249.67,True,False,True,7,407,21,19,True,False,False,Refinance,Yes,Partially kept
C501,32,1029,0,1219,biweekly,76.0,131.0,False,False,1500,1137,28.47,15,monthly,100,90.97,1464.55,119,3,11,417.49,881.37,True,True,True,9,683,5102,929,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C502,50,4196,0,0,biweekly,53.0,251.0,False,False,1501,4717,21.75,9,monthly,100,572.75,5254.75,143,4,2,3698.32,7807.57,True,True,True,17,702,8340,6350,False,True,False,Extended_payment_plan,Yes,Partially kept
C503,71,0,858,1923,,,,False,False,1502,2455,10.38,6,biweekly,100,414.9,2589.4,21,1,1,456.64,2631.14,True,False,True,5,434,1463,1023,True,True,False,Refinance,No,Partially kept
C504,26,0,2479,0,,,,False,False,1503,1593,11.18,25,weekly,100,65.52,1738.0,34,4,1,568.64,2241.12,True,False,N/A,3,359,0,0,False,False,False,N/A,N/A,N/A
C505,30,0,1944,0,,,,False,False,1504,2703,24.07,18,biweekly,100,163.72,3046.96,102,7,9,1416.13,2989.61,True,True,False,3,694,4663,0,True,True,True,Extended_payment_plan,No,not kept
C506,97,1349,0,0,weekly,88.0,372.0,False,False,1505,3480,23.05,9,biweekly,100,404.01,3736.09,76,5,2,2225.33,5153.4,True,False,N/A,10,619,0,0,False,False,False,N/A,N/A,N/A
C507,67,4483,0,0,biweekly,85.0,188.0,False,False,1506,2383,17.97,7,biweekly,100,349.9,2549.3,45,3,0,1147.19,3696.49,True,False,True,5,529,6646,1777,True,True,True,Extended_payment_plan,No,Partially kept
C508,64,1969,0,4117,weekly,0.0,430.0,False,True,1507,350,19.48,13,monthly,50,30.08,441.04,10,0,2,38.09,418.97,False,False,N/A,16,467,0,0,False,False,False,N/A,N/A,N/A
C509,25,1582,0,0,biweekly,48.0,55.0,False,False,1508,1901,20.42,6,monthly,100,335.97,2115.82,96,3,0,1904.24,4020.06,True,True,N/A,5,743,0,0,False,False,False,N/A,N/A,N/A
C510,53,3135,0,0,weekly,73.0,212.0,False,True,1509,4276,25.54,6,biweekly,100,737.37,4524.22,33,2,1,1249.66,5036.51,True,False,True,3,492,8225,7462,True,False,False,Refinance,Yes,Partially kept
C511,94,1022,0,0,monthly,46.0,212.0,False,False,1510,311,21.9,14,weekly,50,22.92,370.88,14,2,10,19.84,161.52,True,False,True,13,823,6965,5057,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C512,37,3337,0,0,monthly,57.0,108.0,False,False,1511,3272,10.85,20,biweekly,100,170.86,3517.2,253,18,2,2857.93,6033.41,True,True,False,8,311,3162,0,True,False,True,Refinance,Yes,not kept
C513,54,0,3439,2237,,,,False,False,1512,1635,21.66,20,weekly,100,85.37,1807.4,116,16,1,1549.83,3271.86,True,True,True,11,754,7838,5742,True,False,False,Refinance,No,Partially kept
C514,57,1717,0,1066,monthly,0.0,77.0,False,False,1513,3683,18.81,24,biweekly,100,167.72,4125.28,146,10,6,2807.06,5926.02,True,True,False,8,510,9616,0,False,True,False,Extended_payment_plan,No,not kept
C515,18,937,0,0,monthly,0.0,0.0,False,True,1514,2111,20.63,6,biweekly,100,361.67,2270.02,64,4,0,1452.81,3722.83,True,False,N/A,13,732,0,0,False,False,False,N/A,N/A,N/A
C516,94,2508,0,1529,monthly,47.0,762.0,False,False,1515,2296,26.95,21,weekly,100,115.67,2529.07,54,7,14,491.23,1400.92,True,False,N/A,13,677,0,0,False,False,False,N/A,N/A,N/A
C517,20,0,4643,814,,,,False,False,1516,2812,13.28,12,monthly,100,251.53,3118.36,153,5,3,2127.39,4491.16,True,True,False,19,576,826,0,True,False,False,Refinance,No,not kept
C518,56,529,0,0,weekly,39.0,167.0,False,False,1517,1626,21.98,21,weekly,100,81.08,1802.68,22,3,8,253.89,1407.93,True,False,N/A,18,532,0,0,False,False,False,N/A,N/A,N/A
C519,84,2697,0,3879,biweekly,10.0,21.0,False,False,1518,2702,13.56,17,monthly,100,175.59,3085.03,249,8,7,1670.31,3526.21,True,True,True,15,321,8408,4396,True,True,False,Extended_payment_plan,Yes,Partially kept
C520,88,3347,0,0,biweekly,44.0,449.0,False,False,1519,1848,22.41,9,weekly,100,209.78,1988.02,39,5,0,775.33,2763.35,True,False,N/A,5,708,0,0,False,False,False,N/A,N/A,N/A
C521,67,0,4568,0,,,,False,False,1520,548,19.9,13,weekly,50,43.29,612.77,53,7,0,324.77,937.54,True,False,True,2,337,2828,2549,False,True,False,Extended_payment_plan,Yes,Partially kept
C522,51,2634,0,0,monthly,49.0,85.0,False,False,1521,4608,12.03,13,biweekly,100,366.05,4858.65,158,11,2,3713.89,7840.44,True,True,N/A,9,728,0,0,False,False,False,N/A,N/A,N/A
C523,24,3532,0,0,biweekly,0.0,13.0,False,False,1522,2150,15.86,8,biweekly,100,276.18,2309.44,63,4,1,1280.95,3314.21,True,False,False,10,391,5904,0,True,False,False,Refinance,No,not kept
C524,64,0,3545,4039,,,,False,False,1523,4864,15.11,11,monthly,100,476.29,5339.19,228,7,2,3947.95,8334.56,True,True,N/A,2,763,0,0,False,False,False,N/A,N/A,N/A
C525,45,3792,0,1644,weekly,81.0,101.0,False,False,1524,2731,29.56,25,weekly,100,117.5,3037.5,127,18,7,1993.5,4208.5,True,True,True,11,377,4162,1016,True,True,False,Extended_payment_plan,Yes,Partially kept
C526,38,3837,0,576,monthly,30.0,155.0,False,False,1525,4186,23.84,17,monthly,100,292.57,5073.69,170,5,10,1933.19,4081.18,True,True,N/A,10,629,0,0,False,False,False,N/A,N/A,N/A
C527,92,0,1263,0,,,,False,False,1526,1631,18.86,10,biweekly,100,169.68,1796.8,138,9,1,1464.41,3091.53,True,True,True,18,651,603,300,True,True,False,Refinance,No,Partially kept
C528,54,663,0,0,biweekly,19.0,251.0,False,False,1527,945,21.73,13,biweekly,50,77.02,1051.26,85,6,0,893.57,1944.83,True,False,N/A,13,392,0,0,False,False,False,N/A,N/A,N/A
C529,91,3097,0,0,biweekly,299.0,790.0,False,False,1528,158,28.01,18,weekly,50,9.23,216.14,112,16,0,194.53,410.67,True,True,False,12,620,5286,0,True,False,True,Refinance,No,not kept
C530,97,2775,0,0,monthly,420.0,803.0,False,False,1529,3714,26.55,22,weekly,100,178.91,4036.02,88,12,7,2449.61,5233.26,True,False,True,17,685,4603,1696,True,True,False,Extended_payment_plan,No,Partially kept
C531,67,4554,0,0,biweekly,69.0,153.0,False,False,1530,3274,12.95,11,monthly,100,317.25,3589.75,217,7,2,2659.72,5614.97,True,True,True,16,631,1142,907,True,False,False,Refinance,No,Partially kept
C532,89,0,4370,1035,,,,False,False,1531,3158,28.06,23,weekly,100,146.37,3466.51,46,6,2,1459.93,4633.7,True,False,N/A,16,513,0,0,False,False,False,N/A,N/A,N/A
C533,31,0,3873,0,,,,False,False,1532,4210,10.88,16,monthly,100,283.86,4641.76,228,7,4,3155.69,6662.01,True,True,N/A,12,710,0,0,False,False,False,N/A,N/A,N/A
C534,62,1000,0,0,monthly,27.0,375.0,False,False,1533,3989,27.86,8,biweekly,100,522.97,4283.76,78,5,3,2117.58,4832.43,True,False,N/A,0,816,0,0,False,False,False,N/A,N/A,N/A
C535,58,3413,0,0,biweekly,9.0,262.0,False,False,1534,3446,29.93,21,monthly,100,212.8,4568.8,400,13,0,4111.92,8680.72,True,True,False,15,484,1129,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C536,98,1029,0,0,monthly,25.0,297.0,False,False,1535,4928,21.56,21,biweekly,100,256.66,5489.86,251,17,0,4940.87,10430.73,True,True,N/A,1,397,0,0,False,False,False,N/A,N/A,N/A
C537,37,1959,0,563,weekly,79.0,150.0,False,False,1536,1802,27.63,25,weekly,100,77.16,2029.0,62,8,7,923.11,2411.99,True,False,False,9,367,4993,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C538,53,2735,0,0,weekly,37.0,49.0,False,False,1537,2961,10.48,8,weekly,100,373.49,3087.92,39,5,3,767.31,2734.76,True,False,N/A,17,466,0,0,False,False,False,N/A,N/A,N/A
C539,81,0,1267,0,,,,False,False,1538,2647,12.9,24,monthly,100,125.72,3117.28,690,23,0,2805.55,5922.83,True,True,False,8,338,9484,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C540,22,1646,0,0,weekly,13.0,34.0,False,False,1539,4647,23.06,12,biweekly,100,409.94,5019.28,74,5,5,2197.49,5167.07,True,False,N/A,12,332,0,0,False,False,False,N/A,N/A,N/A
C541,36,4906,0,0,weekly,3.0,15.0,False,False,1540,1155,16.49,13,monthly,100,97.63,1369.19,358,11,1,1144.4,2415.96,True,True,True,19,413,7020,238,True,False,False,Refinance,Yes,Partially kept
C542,20,1503,0,0,biweekly,12.0,21.0,False,False,1541,1249,25.5,17,biweekly,100,80.12,1462.04,59,4,7,531.71,1432.91,True,False,False,3,348,8560,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C543,89,682,0,0,weekly,53.0,357.0,False,False,1542,2577,28.28,23,biweekly,100,127.25,3026.75,7,0,14,87.17,1332.42,False,False,N/A,9,691,0,0,False,False,False,N/A,N/A,N/A
C544,63,731,0,0,weekly,1.0,1.0,False,False,1543,1895,17.14,7,weekly,100,274.3,2020.1,37,5,2,544.46,2015.96,True,False,True,8,573,8465,5741,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C545,71,4015,0,0,biweekly,1.0,5.0,False,False,1544,2558,25.26,12,monthly,100,243.45,3021.4,129,4,8,966.42,2040.22,True,True,N/A,5,834,0,0,False,False,False,N/A,N/A,N/A
C546,47,3584,0,0,monthly,2.0,3.0,False,False,1545,4308,24.58,7,weekly,100,627.12,4489.84,27,3,1,1042.93,4905.65,True,False,N/A,7,567,0,0,False,False,False,N/A,N/A,N/A
C547,90,0,2681,3159,,,,False,False,1546,745,10.79,13,weekly,50,58.14,805.82,54,7,0,435.14,1240.96,True,False,False,7,345,3881,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C548,98,0,4191,0,,,,True,True,1547,3022,19.35,11,biweekly,100,287.15,3258.65,53,3,6,813.95,2349.7,True,False,N/A,11,565,0,0,False,False,False,N/A,N/A,N/A
C549,21,0,2841,3076,,,,False,False,1548,4617,14.01,17,weekly,100,278.22,4829.74,30,4,12,447.33,1938.43,True,False,True,10,600,1795,556,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C550,57,3404,0,0,monthly,58.0,78.0,False,False,1549,2691,26.75,14,weekly,100,199.71,2895.94,42,6,5,796.9,2694.29,True,False,True,6,464,9096,4350,True,False,False,Refinance,Yes,Partially kept
C551,19,2906,0,0,weekly,1.0,1.0,False,False,1550,4539,19.77,19,weekly,100,248.08,4813.52,8,1,17,47.69,643.85,True,False,True,13,652,3806,3548,True,True,False,Extended_payment_plan,Yes,Partially kept
C552,54,1855,0,0,weekly,3.0,423.0,False,False,1551,1456,29.79,7,weekly,100,212.79,1589.53,20,2,5,105.12,630.7,True,False,True,1,306,124,86,True,False,False,Refinance,No,Partially kept
C553,34,717,0,1702,biweekly,22.0,181.0,False,False,1552,640,15.97,6,monthly,50,111.69,720.14,172,5,1,547.6,1156.05,True,True,N/A,0,331,0,0,False,False,False,N/A,N/A,N/A
C554,59,776,0,2941,monthly,16.0,19.0,False,False,1553,4427,16.31,6,biweekly,100,754.12,4624.72,14,1,1,541.88,4412.48,False,False,True,5,797,8684,5958,True,True,True,Refinance,No,Partially kept
C555,58,1742,0,0,biweekly,6.0,460.0,False,False,1554,322,28.87,17,weekly,50,19.9,388.3,78,11,1,287.35,655.75,True,False,False,12,619,7056,0,True,False,True,Refinance,No,not kept
C556,31,3671,0,0,monthly,75.0,128.0,False,False,1555,2388,14.33,6,weekly,100,401.85,2511.1,6,0,4,54.22,957.92,False,False,True,5,405,3050,1502,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C557,40,2318,0,0,weekly,88.0,234.0,False,False,1556,3149,26.77,20,weekly,100,166.1,3422.0,44,6,1,1432.6,4688.5,True,False,False,10,501,6517,0,True,False,False,Refinance,Yes,not kept
C558,67,1873,0,0,weekly,21.0,111.0,False,False,1557,3614,25.24,15,monthly,100,283.44,4351.6,447,14,0,3916.44,8268.04,True,True,True,3,302,5141,2506,True,True,True,Refinance,No,Partially kept
C559,19,0,3863,0,,,,False,False,1558,2102,28.1,18,monthly,100,144.45,2700.1,79,2,11,877.81,1988.96,True,False,N/A,9,781,0,0,False,False,False,N/A,N/A,N/A
C560,47,1811,0,0,biweekly,44.0,226.0,False,False,1559,3564,21.97,17,monthly,100,245.86,4279.62,152,5,7,2302.74,4861.34,True,True,False,16,536,2351,0,True,True,True,Refinance,Yes,not kept
C561,76,2221,0,0,monthly,23.0,432.0,False,False,1560,1871,15.59,16,monthly,100,130.27,2184.32,163,5,8,1027.94,2170.1,True,True,True,13,585,8361,6346,True,False,False,Refinance,Yes,Partially kept
C562,68,2149,0,0,biweekly,0.0,460.0,False,False,1561,4789,26.03,24,weekly,100,212.27,5194.48,138,19,0,4675.03,9869.51,True,True,True,0,706,2716,673,True,False,False,Refinance,Yes,Partially kept
C563,36,0,3904,0,,,,False,False,1562,2809,12.97,7,monthly,100,418.82,3031.74,110,3,3,1597.75,3373.03,True,True,True,12,557,5796,4176,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C564,34,0,1849,297,,,,False,True,1563,3134,27.14,7,monthly,100,489.12,3523.84,19,0,1,576.6,3611.32,False,False,False,8,504,7699,0,True,False,False,Refinance,Yes,not kept
C565,68,1992,0,0,biweekly,16.0,36.0,False,False,1564,4759,14.72,20,weekly,100,245.09,5001.8,25,3,6,882.82,4414.08,True,False,True,5,385,3629,7,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C566,72,591,0,0,biweekly,2.0,287.0,False,False,1565,1496,20.14,13,weekly,100,118.22,1636.86,35,5,3,448.77,1730.97,True,False,N/A,9,472,0,0,False,False,False,N/A,N/A,N/A
C567,29,1499,0,0,biweekly,6.0,33.0,False,False,1566,2930,19.03,12,biweekly,100,255.94,3171.28,97,6,4,1932.77,4080.29,True,True,N/A,6,605,0,0,False,False,False,N/A,N/A,N/A
C568,75,4292,0,4644,biweekly,79.0,249.0,False,False,1567,2386,10.38,9,weekly,100,267.76,2509.84,61,8,1,1367.67,3609.75,True,False,N/A,0,575,0,0,False,False,False,N/A,N/A,N/A
C569,72,3314,0,0,weekly,74.0,322.0,True,True,1568,1777,22.55,21,biweekly,100,92.92,2051.32,294,21,0,1846.19,3897.51,True,True,True,0,638,4385,326,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C570,91,1262,0,2795,weekly,17.0,28.0,False,False,1569,4492,27.91,14,biweekly,100,347.29,4962.06,29,2,0,1439.0,6401.06,True,False,True,12,636,1273,1252,True,True,True,Extended_payment_plan,No,Partially kept
C571,69,1432,0,0,weekly,29.0,545.0,False,False,1570,1391,19.21,14,monthly,100,111.7,1663.8,260,8,1,1396.89,2948.99,True,True,False,8,706,5367,0,False,True,True,Extended_payment_plan,No,not kept
C572,41,953,0,0,biweekly,77.0,110.0,False,False,1571,4071,12.39,7,monthly,100,605.84,4340.88,122,4,2,2816.28,5945.48,True,True,N/A,9,594,0,0,False,False,False,N/A,N/A,N/A
C573,58,1330,0,0,monthly,77.0,302.0,False,False,1572,3616,25.46,6,monthly,100,648.2,3989.2,159,5,1,3006.9,6347.9,True,True,True,17,835,5601,2308,False,True,True,Extended_payment_plan,Yes,Partially kept
C574,75,0,3557,4719,,,,False,False,1573,3499,24.64,7,monthly,100,541.75,3892.25,41,1,1,1373.71,4724.21,True,False,False,3,404,3113,0,True,False,False,Refinance,No,not kept
C575,83,2198,0,0,biweekly,60.0,374.0,False,False,1574,3307,29.46,13,weekly,100,264.59,3539.67,66,9,2,1986.92,4997.41,True,False,N/A,11,648,0,0,False,False,False,N/A,N/A,N/A
C576,56,0,3435,0,,,,False,False,1575,4895,26.77,21,monthly,100,294.49,6284.29,238,7,6,4065.62,8582.97,True,True,False,1,456,9339,0,False,True,True,Extended_payment_plan,Yes,not kept
C577,40,2542,0,2529,weekly,54.0,158.0,False,False,1576,141,20.41,11,biweekly,50,13.43,197.73,132,9,1,165.87,350.17,True,True,N/A,9,594,0,0,False,False,False,N/A,N/A,N/A
C578,81,2994,0,203,monthly,154.0,520.0,False,False,1577,552,18.01,11,weekly,50,51.23,613.53,46,6,2,235.09,746.16,True,False,False,18,770,4004,0,False,True,False,Extended_payment_plan,Yes,not kept
C579,53,3891,0,0,weekly,7.0,7.0,False,False,1578,3795,22.24,14,weekly,100,279.85,4017.9,96,13,0,3616.11,7634.01,True,True,True,11,826,2776,1498,False,True,True,Extended_payment_plan,No,Partially kept
C580,78,3409,0,0,biweekly,44.0,385.0,False,False,1579,1823,21.23,15,monthly,100,139.44,2191.6,46,1,13,174.28,553.16,True,False,True,8,361,7813,2785,True,False,True,Refinance,No,Partially kept
C581,97,0,1758,2092,,,,False,False,1580,2257,21.61,12,weekly,100,193.2,2418.4,52,7,5,755.25,2207.65,True,False,False,17,363,9500,0,True,True,False,Refinance,Yes,not kept
C582,35,3981,0,0,weekly,135.0,150.0,False,False,1581,3451,23.61,24,monthly,100,181.79,4462.96,158,5,8,2707.78,5716.42,True,True,False,5,318,2126,0,True,False,False,Refinance,No,not kept
C583,66,1764,0,0,biweekly,11.0,16.0,False,False,1582,2448,18.34,22,monthly,100,131.87,3001.14,356,11,8,1751.56,3697.74,True,True,True,16,752,164,37,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C584,44,0,1305,0,,,,False,False,1583,4358,25.93,21,biweekly,100,231.04,4951.84,216,15,6,3209.04,6774.64,True,True,True,7,677,7930,211,True,True,False,Refinance,No,Partially kept
C585,53,2018,0,0,biweekly,11.0,324.0,False,False,1584,3801,19.71,20,weekly,100,197.7,4054.0,85,12,1,3277.86,7134.16,True,False,N/A,16,407,0,0,False,False,False,N/A,N/A,N/A
C586,85,3238,0,0,monthly,59.0,98.0,False,False,1585,2342,12.8,16,weekly,100,149.46,2491.36,97,13,1,2107.71,4449.61,True,True,N/A,19,320,0,0,False,False,False,N/A,N/A,N/A
C587,62,1970,0,0,monthly,3.0,482.0,False,False,1586,742,18.57,8,weekly,50,94.25,804.0,4,0,0,32.16,836.16,False,False,False,18,427,3322,0,True,False,True,Settlement_plans_with_waive_off,Yes,not kept
C588,35,1575,0,0,monthly,92.0,104.0,False,False,1587,1182,18.7,24,weekly,100,51.49,1335.76,168,24,0,1202.18,2537.94,True,True,True,0,763,9047,5858,True,False,False,Refinance,No,Partially kept
C589,27,3320,0,4917,monthly,1.0,18.0,False,False,1588,4587,16.27,23,weekly,100,207.01,4861.23,112,16,6,3257.25,6876.42,True,True,False,18,839,3041,0,True,True,False,Refinance,No,not kept
C590,18,2633,0,0,biweekly,0.0,0.0,False,False,1589,2760,27.05,24,weekly,100,122.63,3043.12,130,18,2,2518.07,5315.93,True,True,True,0,818,837,545,True,False,True,Refinance,No,Partially kept
C591,53,1074,0,0,weekly,25.0,35.0,False,False,1590,948,25.08,10,monthly,50,106.04,1110.4,68,2,8,178.21,440.29,True,False,True,13,384,8049,2716,False,True,False,Extended_payment_plan,Yes,Partially kept
C592,90,1260,0,0,biweekly,36.0,526.0,False,False,1591,4732,22.19,18,biweekly,100,284.72,5224.96,135,9,9,2396.23,5058.71,True,True,True,1,388,1760,1223,False,True,False,Extended_payment_plan,No,Partially kept
C593,24,0,3927,0,,,,False,False,1592,936,17.39,12,weekly,50,79.71,1006.52,14,2,3,107.43,874.82,True,False,N/A,19,612,0,0,False,False,False,N/A,N/A,N/A
C594,35,1491,0,0,weekly,80.0,83.0,False,False,1593,1770,17.28,17,biweekly,100,110.46,1977.82,196,14,1,1680.62,3547.98,True,True,True,11,796,3249,2609,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C595,51,2520,0,0,monthly,70.0,364.0,False,False,1594,714,23.1,6,monthly,50,127.14,812.84,59,1,4,179.53,483.81,True,False,True,16,554,5670,5275,True,False,False,Refinance,Yes,Partially kept
C596,53,0,2627,0,,,,False,False,1595,1991,25.18,14,biweekly,100,152.76,2238.64,44,3,5,648.93,2123.77,True,False,N/A,17,700,0,0,False,False,False,N/A,N/A,N/A
C597,19,2201,0,3500,weekly,3.0,8.0,False,False,1596,2648,23.61,16,monthly,100,194.52,3212.32,441,14,2,2540.95,5364.23,True,True,False,13,463,7134,0,True,False,False,Refinance,No,not kept
C598,39,925,0,0,biweekly,16.0,68.0,False,False,1597,2384,10.07,21,weekly,100,115.96,2535.16,53,7,9,790.51,2282.03,True,False,N/A,2,340,0,0,False,False,False,N/A,N/A,N/A
C599,25,1985,0,0,monthly,52.0,53.0,False,False,1598,2196,16.87,21,biweekly,100,112.2,2456.2,288,20,0,2210.58,4666.78,True,True,N/A,15,422,0,0,False,False,False,N/A,N/A,N/A
C600,48,0,4588,3825,,,,False,False,1599,4939,22.11,15,monthly,100,379.87,5798.05,2,0,2,100.77,5139.08,False,False,False,4,777,4785,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C601,92,3146,0,2082,weekly,57.0,742.0,False,False,1600,707,26.28,24,weekly,50,31.36,802.64,168,24,0,722.38,1525.02,True,True,False,4,747,4928,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C602,44,2736,0,3729,biweekly,24.0,106.0,False,False,1601,2266,17.31,17,monthly,100,151.26,2671.42,189,6,4,1859.74,3926.12,True,True,N/A,13,308,0,0,False,False,False,N/A,N/A,N/A
C603,68,2721,0,4599,monthly,87.0,598.0,False,True,1602,4757,11.66,18,monthly,100,289.34,5308.12,342,11,4,3735.68,7886.44,True,True,False,10,802,47,0,True,False,False,Refinance,No,not kept
C604,79,1628,0,2576,monthly,35.0,186.0,False,False,1603,3051,27.88,10,monthly,100,345.43,3554.3,126,4,4,1955.32,4127.9,True,True,False,18,585,1441,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C605,82,1091,0,0,weekly,78.0,493.0,False,False,1604,3452,19.88,7,weekly,100,500.71,3604.97,35,5,2,911.24,3514.79,True,False,False,5,442,607,0,True,False,True,Settlement_plans_with_waive_off,Yes,not kept
C606,77,0,4522,3648,,,,False,False,1605,3793,12.9,20,weekly,100,194.63,3992.6,125,17,2,3243.01,6846.35,True,True,False,17,386,7054,0,False,True,False,Extended_payment_plan,Yes,not kept
C607,46,0,1040,2757,,,,False,False,1606,804,12.4,15,biweekly,50,55.67,885.05,141,10,5,546.03,1152.73,True,True,False,0,765,9825,0,False,True,False,Extended_payment_plan,No,not kept
C608,24,0,4321,768,,,,False,False,1607,2656,12.25,25,weekly,100,109.52,2838.0,68,9,12,1036.16,2559.92,True,False,False,7,554,5740,0,True,False,False,Refinance,Yes,not kept
C609,75,0,4691,0,,,,False,False,1608,585,18.98,9,biweekly,50,67.4,656.6,80,5,0,525.28,1181.88,True,False,True,11,698,1093,101,True,False,False,Refinance,Yes,Partially kept
C610,68,585,0,2432,weekly,17.0,236.0,False,False,1609,1481,28.62,6,monthly,100,267.84,1707.04,20,0,3,180.7,1084.22,False,False,False,1,502,5416,0,True,False,False,Refinance,Yes,not kept
C611,95,1993,0,3295,weekly,40.0,836.0,False,False,1610,2757,26.45,6,monthly,100,495.59,3073.54,46,1,3,729.91,2316.68,True,False,N/A,0,731,0,0,False,False,False,N/A,N/A,N/A
C612,38,1487,0,0,weekly,68.0,79.0,False,False,1611,1939,25.43,8,weekly,100,247.74,2081.92,38,5,3,508.71,1847.41,True,False,True,19,719,9779,9641,True,True,False,Extended_payment_plan,No,Partially kept
C613,45,4997,0,1225,weekly,9.0,53.0,False,False,1612,1658,22.3,12,biweekly,100,145.99,1851.88,164,11,0,1666.69,3518.57,True,True,N/A,11,624,0,0,False,False,False,N/A,N/A,N/A
C614,25,733,0,0,biweekly,11.0,37.0,False,True,1613,1559,29.72,23,weekly,100,72.53,1768.19,111,15,6,1199.71,2532.72,True,True,False,13,428,7457,0,True,False,False,Refinance,Yes,not kept
C615,54,782,0,0,weekly,53.0,418.0,False,False,1614,1451,17.95,20,biweekly,100,77.92,1658.4,226,16,4,1212.05,2558.77,True,True,True,19,549,6111,2716,True,False,False,Refinance,Yes,Partially kept
C616,18,3381,0,0,biweekly,0.0,0.0,False,False,1615,2043,15.22,24,monthly,100,99.27,2482.48,382,12,1,2144.89,4528.1,True,True,N/A,13,839,0,0,False,False,False,N/A,N/A,N/A
C617,58,3660,0,0,weekly,67.0,446.0,False,False,1616,553,15.99,11,weekly,50,51.21,613.31,5,0,1,28.1,590.2,False,False,False,13,495,1956,0,True,True,True,Extended_payment_plan,Yes,not kept
C618,80,4004,0,0,weekly,113.0,120.0,False,False,1617,2574,28.83,21,biweekly,100,138.07,2999.47,69,4,3,1783.83,4369.09,True,False,True,1,724,4913,3184,False,True,True,Extended_payment_plan,No,Partially kept
C619,77,708,0,0,weekly,47.0,184.0,False,False,1618,4951,28.38,17,weekly,100,305.75,5297.75,111,15,0,4767.98,10065.73,True,True,N/A,4,516,0,0,False,False,False,N/A,N/A,N/A
C620,44,1455,0,4425,biweekly,24.0,198.0,False,False,1619,4687,26.6,13,weekly,100,373.58,4956.54,87,12,0,4312.19,9268.73,True,False,N/A,1,785,0,0,False,False,False,N/A,N/A,N/A
C621,81,4056,0,0,weekly,72.0,270.0,False,False,1620,4683,14.85,15,biweekly,100,326.65,4999.75,23,1,13,173.26,926.56,True,False,True,15,451,6601,4353,True,True,False,Extended_payment_plan,No,Partially kept
C622,79,3475,0,3959,weekly,85.0,89.0,False,False,1621,671,14.97,8,biweekly,50,86.06,738.48,84,6,0,620.32,1358.8,True,False,N/A,18,612,0,0,False,False,False,N/A,N/A,N/A
C623,31,2011,0,0,biweekly,57.0,119.0,False,False,1622,117,16.89,7,monthly,50,17.67,173.69,206,6,0,156.32,330.01,True,True,N/A,4,411,0,0,False,False,False,N/A,N/A,N/A
C624,46,4079,0,0,biweekly,16.0,311.0,False,False,1623,279,11.75,11,monthly,50,26.88,345.68,184,6,1,286.92,605.72,True,True,True,14,317,2424,620,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C625,95,4104,0,0,monthly,54.0,916.0,False,False,1624,3531,12.38,24,biweekly,100,156.04,3844.96,0,0,13,0.0,1816.44,False,False,True,17,766,8246,7457,True,False,False,Refinance,No,Partially kept
C626,29,524,0,0,weekly,48.0,49.0,False,False,1625,1821,27.01,9,weekly,100,207.62,1968.58,20,2,0,393.72,2362.3,True,False,True,5,404,9090,426,True,False,False,Refinance,Yes,Partially kept
